name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Me Equivoqué,Me Equivoqué,Princesa Alba,7kVD4QYvh1ZnSQX8qs6Fpi,2020-03-20,53,166661,0.792,0.0982,0.609,1.37e-06,0.079,0.392,-4.727,0.0694,100.038,1,4
"Tu Falta de Querer - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,4GT9rmYb9FQ5Tb1csB9vBq,2020-01-31,53,293600,0.46,0.7809999999999999,0.273,0.00039,0.706,0.27,-7.07,0.0355,76.357,10,4
tupenaesmipena,tupenaesmipena,Gepe,2BgyrnpvEjRtiXpZFYTlDI,2020-04-24,51,183432,0.6970000000000001,0.299,0.728,0.000377,0.12,0.574,-6.03,0.0467,160.003,6,4
"No Estamos Solas (Tema Central de la Serie ""La Jauría"") - Tema Central de la Serie ""La Jauría""","No Estamos Solas (Tema Central de la Serie ""La Jauría"")",Ana Tijoux,4LxtkdudLT8Bhgm9xwRyn5,2020-07-10,51,173508,0.7020000000000001,0.389,0.615,0.105,0.122,0.53,-9.777999999999999,0.0997,140.185,6,4
Tú Siempre,Monstruo,Cami,1kjEjhBicWXjXOoofuvsRc,2020-03-06,51,153053,0.345,0.449,0.32799999999999996,0.0,0.228,0.342,-5.11,0.0381,158.25,0,3
Mala Leche,Monstruo,Cami,2ZsEVaAEoRG2b8H1zd2d8B,2020-03-06,51,195453,0.6759999999999999,0.11800000000000001,0.599,0.0,0.0314,0.484,-4.242,0.29100000000000004,99.779,2,4
El Viejo Comunista (Feat. Silvio Rodríguez),El Viejo Comunista (Feat. Silvio Rodríguez),Manuel García,191TTysYtqFsUwyfTxjaGX,2020-05-01,51,297000,0.507,0.8909999999999999,0.122,0.0019,0.134,0.349,-12.773,0.0323,106.742,6,3
Flotando,La Fortaleza,Francisca Valenzuela,23o7KuK4jNJInTiOFogpXO,2020-01-17,51,240880,0.608,0.303,0.6890000000000001,0.0,0.127,0.40399999999999997,-4.43,0.0425,162.079,6,4
Biutiful,Biutiful,Mon Laferte,2CdTELVMoy4ce1Tbin0jEe,2020-04-16,51,215706,0.647,0.0037600000000000003,0.8540000000000001,0.00196,0.235,0.7979999999999999,-5.831,0.0336,108.00299999999999,11,4
Flotando,Flotando,Francisca Valenzuela,2AoRRax8pJeQEj9nGDUKob,2020-01-10,51,242063,0.604,0.294,0.693,0.0,0.359,0.371,-4.493,0.0398,162.099,6,4
Flotando (Remix),Flotando (Remix),Gianluca,7paqbTLYVmmUQoH0up0VUM,2020-01-31,51,176346,0.742,0.32299999999999995,0.621,0.0113,0.08800000000000001,0.278,-5.678999999999999,0.0998,194.051,2,4
MÁS,MÁS,Gianluca,76FdgDoZf6hc1h5xyICXYU,2020-07-10,51,218973,0.782,0.172,0.612,0.000306,0.24600000000000002,0.5870000000000001,-6.093999999999999,0.0607,125.023,0,4
Pena Negra,Monstruo,Cami,78wEQQygaBsTDPOcZekSxH,2020-03-06,49,159893,0.846,0.39799999999999996,0.461,0.0,0.1,0.804,-4.941,0.11199999999999999,129.959,9,3
Flotando (Acústico),Flotando (Acústico),Francisca Valenzuela,1UmmEBHP4MKyExlob4MJbu,2020-04-07,49,256708,0.584,0.843,0.32799999999999996,0.000335,0.10800000000000001,0.389,-8.46,0.0572,75.331,6,4
Llamado,Llamado,Movimiento Original,2JhNQJoJYc7SWkZgdVpGin,2020-06-05,49,225431,0.657,0.138,0.831,0.0,0.126,0.574,-3.7880000000000003,0.188,90.449,3,4
La Despedida,Monstruo,Cami,65kK1jfJSFuY5DTpHWYEag,2020-03-06,49,188853,0.499,0.856,0.361,0.0,0.138,0.146,-4.588,0.0435,82.74600000000002,2,5
Dispara,Dispara,Rulo,2FsMio5jOQngP6uxLkw5wh,2020-08-14,49,225534,0.735,0.261,0.588,0.0,0.221,0.585,-7.115,0.0271,97.995,10,4
Herida,De Cero A 90,Noche de Brujas,26Ccub2muixtqyZTkRAJWa,2020-07-03,49,239903,0.69,0.344,0.765,0.0,0.105,0.722,-3.097,0.0398,95.066,11,4
"Pa' Dónde Se Fue - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,2GjGfDaxWiMIkZmOn9jFZl,2020-01-31,49,257453,0.562,0.645,0.526,2.0300000000000002e-05,0.922,0.649,-7.005,0.0317,85.4,9,4
Maliantes,Flaites NY,Pablo Chill-E,6hYYl8lpB97yEosG93zcA0,2020-05-01,49,160365,0.872,0.331,0.447,0.0113,0.111,0.284,-9.836,0.273,119.995,1,4
Lucifer,KUN,DrefQuila,1d9M150BGsq96dl3zlcvMC,2020-04-20,49,186122,0.88,0.161,0.45299999999999996,0.0014,0.26899999999999996,0.307,-9.054,0.0601,98.00399999999999,11,4
Ven a Buscarlo,La Fortaleza,Francisca Valenzuela,5khU8HfBzcFQNKaiRE7d41,2020-01-17,47,200666,0.5760000000000001,0.0258,0.629,0.0,0.215,0.449,-6.676,0.0405,168.109,10,4
Benz (feat. Marlon Breeze),Benz (feat. Marlon Breeze),DrefQuila,33YnBNWLESnvq3XQbTGwrF,2020-03-19,47,169950,0.81,0.528,0.512,0.0,0.121,0.6559999999999999,-9.345,0.2,120.10799999999999,1,4
No Se Enamora,Cruzifikado,Pablo Chill-E,0mD7FJiwXGwBqJYcE4jnRx,2020-02-23,47,197086,0.687,0.133,0.39899999999999997,0.00448,0.113,0.261,-13.762,0.301,151.006,9,4
Corazón Astral,Corazón Astral,Javiera Mena,6POeNaMCaqfJZIgA11NR7T,2020-06-25,47,191564,0.797,0.0755,0.815,0.0244,0.0816,0.687,-3.02,0.0537,104.97,2,4
Pa Que,Pa Que,Ana Tijoux,7hyiVcA9047wMnW1eV2qpt,2020-07-17,47,227413,0.551,0.0936,0.81,0.0,0.259,0.867,-5.278,0.252,171.997,1,4
"Ay, Amor ♥︎","Ay, Amor",Dulce y Agraz,1ZgKtZeMCBkT8inB4HKAtS,2020-04-17,47,213041,0.747,0.318,0.402,2.03e-06,0.0888,0.44799999999999995,-6.914,0.0509,150.017,11,4
No He Podido Verte,No He Podido Verte,Noche de Brujas,084b6d4sQxj6DAa4MBa6oy,2020-04-10,45,204183,0.748,0.2,0.9420000000000001,0.000397,0.0354,0.836,-4.044,0.0522,104.995,2,4
Verás,KUN,DrefQuila,23vu1T3qSUfyBDgIzIYsC6,2020-04-20,45,197500,0.6890000000000001,0.243,0.457,0.00124,0.115,0.17300000000000001,-9.953,0.109,180.081,1,4
Primavera,Primavera,31 Minutos,3R4iMiQeLDOBfVOdFNCr83,2020-07-29,45,223364,0.674,0.0863,0.861,0.0,0.131,0.727,-5.138999999999999,0.0533,127.897,2,4
Oro Amarillo,KUN,DrefQuila,3sN1cpJGGNsSvHytOmnDso,2020-04-20,45,192000,0.782,0.52,0.578,0.0025399999999999997,0.126,0.6990000000000001,-8.567,0.042,149.998,0,4
Flashback,Flashback,Javiera Mena,1na7nf0E4zxiFbN8K7hbfr,2020-03-26,45,182291,0.7659999999999999,0.0615,0.581,0.0,0.0912,0.61,-6.343999999999999,0.166,113.939,0,4
Es Real,Es Real,Camila Moreno,48mDMIRYbrVEcHjt5y7vpK,2020-03-13,45,203229,0.654,0.29600000000000004,0.755,0.000273,0.0754,0.57,-5.1339999999999995,0.08800000000000001,80.039,2,4
Nobody knows I´m Here,Nobody Knows I'm Here,Carlos Cabezas,2Hwbi9Hhgerr2mTbTEfIST,2020-06-27,45,277874,0.623,0.0011,0.539,1.86e-05,0.141,0.616,-9.786,0.0244,101.985,0,4
ZOOM,G LOVE 2,Gianluca,4LSlBOWlEWTahKPGUUDFDe,2020-08-13,45,163429,0.809,0.215,0.628,0.000324,0.0755,0.589,-6.022,0.0356,94.507,10,4
"Yo Te Qui - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,2QBBozK8qr9aa9Jf803Z3j,2020-01-31,45,153720,0.593,0.685,0.7040000000000001,2.9299999999999997e-05,0.953,0.882,-6.0820000000000025,0.0533,79.572,5,3
"Flaco - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,73jAAFgwt7BIOo9ytcblaN,2020-01-31,45,258733,0.401,0.4370000000000001,0.436,0.0,0.966,0.401,-6.814,0.0379,147.879,9,3
La Entrevista,Monstruo,Cami,12kqSCICwmPR752TTgvoZ7,2020-03-06,45,149960,0.6729999999999999,0.0144,0.818,8.97e-06,0.131,0.5720000000000001,-5.032,0.0949,165.084,9,3
Vuelvo,Monstruo,Cami,1Eqlxn8685a1FSfWd2RdyZ,2020-03-06,45,162640,0.517,0.282,0.639,0.0,0.17300000000000001,0.474,-4.221,0.643,67.848,9,3
"La Trenza - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,43RPVsg6OSbrgMFmqyX82l,2020-01-31,43,281040,0.578,0.878,0.253,0.0453,0.518,0.198,-10.354000000000001,0.0381,87.84100000000002,9,4
Intro,Cruzifikado,Pablo Chill-E,5QtjLZryWJuSiX55krSthA,2020-02-23,43,92722,0.8490000000000001,0.183,0.504,0.135,0.115,0.513,-10.198,0.121,83.045,7,4
La Mujer Que Amas,La Mujer Que Amas,Noche de Brujas,6qq3vgo9RQ1YhX8qDNSKLE,2020-05-15,43,236076,0.695,0.0754,0.8440000000000001,5.56e-06,0.111,0.674,-5.184,0.0419,95.008,2,4
Etc...,Etc...,Movimiento Original,6gkgKLw8HYVsfQyHFJ62Ii,2020-04-03,43,183298,0.755,0.282,0.644,0.0,0.10800000000000001,0.693,-6.391,0.496,95.77799999999999,8,4
BANANA,BANANA,Gianluca,2d56J04y1UZouzVVDrdtLD,2020-07-31,43,190799,0.693,0.205,0.758,0.000199,0.366,0.263,-5.223,0.0649,75.005,11,4
Hijo del Sol Luminoso (En Vivo),Hijo del Sol Luminoso (En Vivo),Joe Vasconcellos,4fjRi0cvQL54JbiFwYjdUO,2020-04-03,43,405610,0.46399999999999997,0.00379,0.8340000000000001,1.12e-05,0.9990000000000001,0.28800000000000003,-5.968999999999999,0.0497,165.926,9,4
Haters Gon Cry,Flaites NY,Pablo Chill-E,22PHcPHvpiV6SveV2q6erA,2020-05-01,43,190145,0.877,0.0809,0.785,0.0,0.0912,0.672,-5.4220000000000015,0.0977,121.943,11,4
Shi Shi,Flaites NY,Pablo Chill-E,7Ceq8r1O3Fiz0JbBIoIugp,2020-05-01,43,100283,0.75,0.0359,0.469,0.0264,0.21,0.0692,-9.67,0.13699999999999998,144.0,1,4
"Paisaje Japonés - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,4gAhD6DyyRpQuPzmKUP99H,2020-01-31,43,206520,0.512,0.501,0.359,0.0,0.754,0.314,-7.053,0.0451,168.67700000000005,0,3
"El Cristal - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,2RTwRgHHL4fq8FUZFqQ6hs,2020-01-31,43,186520,0.569,0.8029999999999999,0.517,5.32e-06,0.265,0.431,-5.665,0.0508,115.75200000000001,11,4
"Chilango Blues - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,3OqNkZUR0rCT6GeZdJ5RZo,2020-01-31,43,233853,0.634,0.625,0.3670000000000001,9.31e-06,0.7140000000000001,0.302,-7.619,0.0471,84.086,2,4
Lucía la Sandía,Lucía la Sandía,31 Minutos,4blBHK4RMT3qrBeaRpaeJi,2020-01-17,41,163088,0.638,0.102,0.826,0.0,0.182,0.6709999999999999,-3.967,0.028999999999999998,136.939,0,4
TLNH,G LOVE 2,Gianluca,5OYU9QzlPgsWpHzKUc4IOA,2020-08-13,41,202747,0.733,0.0377,0.664,0.10300000000000001,0.191,0.489,-4.081,0.0639,99.948,10,4
Héroe,La Fortaleza,Francisca Valenzuela,5BPUPzL2uiuKgPWoIwYgae,2020-01-17,41,206226,0.8370000000000001,0.0225,0.722,4.27e-06,0.33,0.838,-5.3839999999999995,0.047,100.09,10,4
Molly,Flaites NY,Pablo Chill-E,7eUFjKe0fR3uSik4xQDtkc,2020-05-01,41,195525,0.632,0.00328,0.584,0.0,0.4320000000000001,0.0872,-6.68,0.0388,140.086,1,4
Tu Verdad,Flotando (Remix),Gianluca,61Ad2LzrZOqgd9RyUJehFC,2020-01-31,41,213841,0.634,0.284,0.41,0.00488,0.13,0.57,-8.151,0.0805,116.086,11,4
Cardi O (feat. MelyMel),KUN,DrefQuila,0tnjnNEnmpCePNDR1M5G0r,2020-04-20,41,160000,0.927,0.452,0.755,0.000401,0.121,0.78,-7.266,0.151,120.03299999999999,8,4
Ansiedad (Peleo Con Las Sombras),La Fortaleza,Francisca Valenzuela,7mn16VwbUyfFxnN0SvsvZh,2020-01-17,41,143973,0.8059999999999999,0.6940000000000001,0.408,6.08e-06,0.129,0.4,-8.076,0.0401,114.152,0,4
"Gavilán - En Vivo, Desde El Lunario del Auditorio Nacional","Sola Con Mis Monstruos (En Vivo, Desde El Lunario del Auditorio Nacional)",Mon Laferte,0wQdX1PhuuE5ut37F5R3BQ,2020-01-31,41,440746,0.491,0.762,0.47600000000000003,1.34e-05,0.7,0.0977,-7.822,0.0708,91.01299999999999,11,3
Vamos los Dos,Vamos los Dos,Manuel García,0B76jmUwpgUmtbIKdIlVZc,2020-07-16,41,311054,0.442,0.6559999999999999,0.527,0.00263,0.14,0.6629999999999999,-6.846,0.0244,95.92399999999999,9,4
CHAINZ,G LOVE 2,Gianluca,6Md2i57HkZ8Q15AjiUfVgB,2020-08-13,41,136159,0.7979999999999999,0.578,0.7090000000000001,4.28e-06,0.192,0.6970000000000001,-5.607,0.0503,99.99799999999999,6,4
Intro,Monstruo,Cami,5kq7q1Ux9uDQzgYAX318TR,2020-03-06,41,42480,0.5710000000000001,0.8440000000000001,0.43,0.847,0.105,0.501,-12.588,0.326,86.84899999999998,7,3
Cómo Quieres Que No Me Enoje,Cómo Quieres Que No Me Enoje,Ases Falsos,79Nc9N3GnguZxIkc6441tq,2020-08-07,41,323000,0.698,0.0119,0.68,0.0696,0.128,0.622,-5.602,0.0263,117.98200000000001,6,4
Cordel,Cordel,Lanza Internacional,5jVQA7Nowb9uddLBKhP0Id,2020-08-07,39,236154,0.5920000000000001,1.76e-05,0.841,0.377,0.165,0.242,-4.383,0.0285,115.95200000000001,1,4
Moonlight Densetsu (Luz de Luna Opening Latino from Sailor Moon),Moonlight Densetsu (Luz de Luna Opening Latino from Sailor Moon),Salomé Anjarí,6dPYwp6HLw0EDNTHQLNALm,2020-05-30,39,191892,0.6459999999999999,0.0455,0.769,1.0199999999999999e-05,0.125,0.5660000000000001,-7.858,0.0702,140.09,0,4
Sigo Dando Amor,Sigo Dando Amor,Ases Falsos,5nBrZR4tBfLU235cBdG8Dm,2020-06-19,39,281750,0.703,0.10300000000000001,0.792,5.83e-06,0.0816,0.938,-2.9339999999999997,0.0305,110.01,3,4
Pelo Negro,Pelo Negro,Fernando Milagros,63lE9CBiNmJIdgkH2vPpVm,2020-05-12,39,370730,0.745,0.162,0.647,0.0836,0.0757,0.442,-8.293,0.0409,102.01899999999999,10,4
Tu Cárcel,Tu Cárcel,Noche de Brujas,49uGwVV2oTRZlrplK5TkXv,2020-01-23,39,240405,0.726,0.254,0.845,0.0,0.0587,0.8109999999999999,-4.194,0.0599,98.01299999999999,7,4
No Te Alcanzo,La Fortaleza,Francisca Valenzuela,2oawvm5IaW2fDCybdI4v3e,2020-01-17,39,273586,0.358,0.657,0.325,8.47e-06,0.132,0.222,-7.59,0.0373,89.712,0,4
Galvano,Galvano,Bronko Yotte,1JxkpoVf7cH2vhSgl00sXv,2020-07-24,37,198235,0.8029999999999999,0.22399999999999998,0.535,0.0183,0.0986,0.303,-6.398,0.193,101.936,6,4
Nudo,La Pérdida,Rubio,11zFavnwfx74zzgabPcYAt,2020-03-05,37,265005,0.723,0.8220000000000001,0.32899999999999996,0.392,0.0914,0.0827,-11.745999999999999,0.0461,120.087,7,3
Poli / Love - Live,Love,Mon Laferte,1a0v7mVob3CzkdpJmjdcHj,2020-06-12,37,256360,0.5529999999999999,0.10099999999999999,0.722,2.8300000000000014e-05,0.958,0.257,-7.794,0.0327,91.26700000000001,7,4
Ciudad Traicionera (En Vivo),Ciudad Traicionera (En Vivo),Joe Vasconcellos,0lknkkTaJkAhCTWutn3ftY,2020-01-24,37,304000,0.439,0.371,0.618,1.74e-05,0.953,0.386,-7.912000000000001,0.0343,95.677,4,4
El Oro del Tiempo,El Oro del Tiempo,Manuel García,3K0EoM3Ul2cCqksis2UOY9,2020-08-13,37,243671,0.644,0.742,0.37799999999999995,0.11699999999999999,0.23600000000000002,0.489,-7.617000000000001,0.0302,131.555,7,4
No Vuelvas a Llorar Por Él,No Vuelvas a Llorar Por Él,Villa Cariño,2KOgHG8FouaNXklJgghMeR,2020-06-05,37,254307,0.486,0.0604,0.789,0.00395,0.311,0.767,-5.925,0.0456,180.15900000000002,1,4
Galactico,Cruzifikado,Pablo Chill-E,4MBQz2TIQLlaZd825TEc7q,2020-02-23,37,182604,0.7809999999999999,0.312,0.34,0.000263,0.16399999999999998,0.21899999999999997,-13.552999999999999,0.23399999999999999,137.083,1,4
Normal Mujer,La Fortaleza,Francisca Valenzuela,0slkjXplUT6phcBT9zyi7w,2020-01-17,35,238480,0.599,0.0921,0.505,7.74e-06,0.152,0.17800000000000002,-7.178999999999999,0.0277,129.937,9,4
No + (Homenaje a Daniel Zamudio),No + (Homenaje a Daniel Zamudio),Neven Ilic,4hi1rldTBGdFQh9iN9hPG8,2020-06-22,35,151500,0.518,0.845,0.268,0.0,0.0842,0.5329999999999999,-7.121,0.0318,88.89200000000002,7,4
Odian,Cruzifikado,Pablo Chill-E,232Dndptta8KJb0nte8jce,2020-02-23,35,141240,0.77,0.0546,0.727,0.00011100000000000001,0.0916,0.674,-11.058,0.0985,140.054,4,4
El Trato,El Trato,Paula Rivas,3gqpIBWdz7jB1kSKx29tfh,2020-08-29,35,246597,0.578,0.6509999999999999,0.887,0.0,0.126,0.8909999999999999,-4.325,0.0374,85.84200000000001,6,4
Nunca Quise Herirte,La Fortaleza,Francisca Valenzuela,6i8upE3AN5ZBTOO5CkxMra,2020-01-17,35,127293,0.331,0.51,0.31,9.09e-06,0.4370000000000001,0.228,-7.6229999999999976,0.0413,82.604,10,3
Culpable (Drums Version),Culpable,Lucybell,18BaV7ulRnXN4fXIeTUfLq,2020-08-21,35,200460,0.385,0.618,0.325,2.5e-06,0.0962,0.25,-12.532,0.0482,172.055,9,4
Se Acabo,Sobreviviente,Darek,3xuMyujZVJdHH4MKc3teZp,2020-04-07,35,229453,0.775,0.0178,0.685,1.54e-06,0.7190000000000001,0.813,-5.4639999999999995,0.048,128.039,0,4
Que Ya No Me Llame (En Cuarentena),Que Ya No Me Llame (En Cuarentena),Paula Rivas,0fVv5QfHThkxnMqO7QnYDT,2020-04-11,35,101541,0.5760000000000001,0.56,0.7190000000000001,0.0,0.303,0.914,-5.7860000000000005,0.0544,99.885,1,4
Torbellino,Torbellino,Villa Cariño,4zD8jxKhDtTSwkCwJNLX7K,2020-08-21,35,210000,0.6779999999999999,0.0244,0.79,0.00040300000000000004,0.105,0.762,-6.537000000000001,0.0537,105.023,0,4
No Hay Mano,Aire,Jonas Sanche,7y6ZAdnSMHeB5yJKP29LM4,2020-07-03,33,156933,0.541,0.14,0.9179999999999999,0.0,0.11199999999999999,0.524,-3.7710000000000004,0.364,148.314,0,4
Están de Más,Aire,Jonas Sanche,3gU81DYTImxzGUp4Q6I0nA,2020-07-03,33,170734,0.53,0.159,0.799,0.0,0.0939,0.79,-4.663,0.262,84.285,7,4
Corazón,Corazón,Sabina Odone,7kI3PbO7jN3nJEWdNSuusf,2020-01-17,33,220416,0.539,0.083,0.611,0.00112,0.0953,0.7659999999999999,-7.251,0.0329,187.02900000000002,0,3
Esencial - Remix,Esencial (Edición Remix),Ignacio Torres,279DRkjrVFvMgNHsg8PM5s,2020-07-03,33,182730,0.816,0.0828,0.529,0.304,0.3670000000000001,0.36,-10.544,0.0522,108.016,10,3
Won't Be Late (Spanish G Mix),Flotando (Remix),Gianluca,7ifxC1ZCeB68QsdXg1qxp0,2020-01-31,33,203608,0.855,0.0361,0.603,0.111,0.0737,0.632,-8.616,0.0557,124.03399999999999,9,4
Amigos y Amantes,Amigos y Amantes,Gonzalo Martínez,6egtEd0afvFlIJINyikn59,2020-08-14,33,262654,0.3670000000000001,0.0915,0.647,0.0,0.0929,0.418,-5.547999999999999,0.071,179.102,7,4
