name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Canción De Boda,Terra Incógnita,Congreso,1wq5S8BNxgI1dFlcKYwSYF,1975-01-21,19,194866,0.74,0.6679999999999999,0.335,1.97e-06,0.0753,0.9640000000000001,-16.305999999999994,0.0431,123.421,7,3
No dudaré,Los Originales,Los Solitarios,5fxWRjFNxeqHFRSzfzCc7T,1967-02-04,19,188226,0.445,0.6829999999999999,0.355,0.0,0.157,0.542,-7.81,0.0295,177.87900000000005,5,3
Cosas del alma,Peerless 80 Aniversario - 24 Inolvidables,Los Solitarios,5X2e7PypBVpu9mN5lmoT8Y,1967-06-21,19,182424,0.498,0.813,0.452,0.00509,0.165,0.655,-12.386,0.0236,99.35600000000001,4,4
Los Platitos Chilenos / La Rucia Elena,Los Perlas Cuecas (Vol. 2),Los Perlas,42rZkoL2tDYS3N7afDi5Ty,1976-08-21,19,226626,0.595,0.0655,0.74,0.0,0.10300000000000001,0.904,-10.287,0.147,121.353,4,3
No debes llorar,25 Exitos,Los Solitarios,45jMwYpIvhgUW3lmmYGfu4,1967-03-26,19,211346,0.5489999999999999,0.439,0.401,0.000341,0.154,0.513,-11.673,0.0269,81.661,2,4
Seamos Amigos,Antología. . . Los Solitarios,Los Solitarios,6uAwH7qVWl8IsuS7CcFaEZ,1976-03-04,19,139986,0.523,0.251,0.282,0.0139,0.342,0.46299999999999997,-14.767999999999999,0.0268,93.876,9,4
Nunca digas,25 Exitos,Los Solitarios,3nDBejAjFKxYueCATQl47c,1967-03-26,19,166920,0.32799999999999996,0.0786,0.515,0.0378,0.272,0.684,-11.229000000000001,0.0319,93.831,11,4
Marcha al Interior del Espíritu,Todos Juntos,Los Jaivas,0zyrFm4mdcQNptDSq3kaJk,1972-01-01,19,142040,0.491,0.299,0.484,0.0,0.129,0.456,-14.11,0.0417,102.43799999999999,0,4
Naranjita,Manduka,Manduka,1VMtxw7f4dgGE8RxPdOaVJ,1972-01-01,19,311696,0.414,0.9390000000000001,0.0551,0.561,0.09699999999999999,0.12300000000000001,-23.209,0.0396,76.881,4,4
Mi amor es para ti,Peerless 80 Aniversario - 24 Inolvidables,Los Solitarios,1ZbL6ynPHDPBdjKqGJ1vrf,1967-06-21,17,172506,0.41100000000000003,0.7859999999999999,0.405,0.0,0.177,0.551,-9.621,0.0304,76.67,2,4
El Lechero,20 Grandes Exitos,Orquesta Huambaly,5FmepVveC5pdHpXVtRhXQq,1953-01-01,17,191960,0.731,0.759,0.575,2.08e-05,0.22899999999999998,0.8909999999999999,-6.649,0.23,112.2,9,4
Sombras,Primer Amor,Ramón Aguilera,0FaoJap7HQmy4Tmo5hmsxj,1970-07-17,17,161586,0.747,0.594,0.365,0.0,0.23399999999999999,0.611,-8.781,0.0517,111.14200000000001,9,4
El Corralero,Pedro Messone Con...,Pedro Messone,1JnrNTSdfnJp6hFYMFvcAU,1969-01-01,17,214613,0.242,0.884,0.29100000000000004,0.0,0.11699999999999999,0.358,-11.213,0.0359,142.31799999999996,10,3
Chiu Chiu,Pedro Messone Con...,Pedro Messone,00fmvpSwd7hEmGTEKqCgva,1969-01-01,17,157626,0.565,0.745,0.42200000000000004,0.0,0.107,0.713,-8.214,0.0322,142.931,4,4
Romance en Tango,Cantos del Sur de Mi,Hugo Moraga,4X1lZmkowr7smIe9ZLy5sZ,1979-05-02,17,183146,0.628,0.8740000000000001,0.38799999999999996,0.000113,0.11900000000000001,0.66,-11.074000000000002,0.0365,88.34700000000002,11,4
No Tengas Pena,Los Galos,Los Galos,0dedL0C0tBK6jXDYzrbEiW,1970-06-13,17,188656,0.496,0.177,0.5579999999999999,0.00048300000000000003,0.19399999999999998,0.5539999999999999,-7.8210000000000015,0.0263,109.626,7,3
