name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Invisible,Invisible,La Ley,4wuCgFoIVDSV2oLSUtPKeq,1995-07-21,35,242013,0.634,0.0012699999999999999,0.629,0.0034700000000000004,0.146,0.45399999999999996,-7.831,0.0282,109.119,9,4
Tanta ciudad,Vértigo,La Ley,0SdkOhlNjRcGnBXxlavVRc,1998-02-17,35,315413,0.605,0.000655,0.9,0.0415,0.344,0.344,-5.7479999999999976,0.0459,97.005,2,4
Cielo Market,Invisible,La Ley,2Xhcr9UTlX53bh63kRzKRy,1995-07-21,35,220200,0.604,0.013000000000000001,0.8640000000000001,0.0353,0.0813,0.561,-7.141,0.0288,125.166,2,4
En Jamaica,Los Tres,Los Tres,6TXuCGQKRc6D23BImdhWhm,1991-01-01,35,195000,0.5579999999999999,0.0544,0.84,0.0174,0.22399999999999998,0.6970000000000001,-8.011000000000001,0.0419,105.3,2,4
Hombre,Invisible,La Ley,5A4xlZNPGPIKlJOTL7gZCZ,1995-07-21,35,245600,0.489,0.0243,0.867,0.000195,0.24600000000000002,0.748,-6.9460000000000015,0.045,162.488,2,4
Solo El Mar,Esperando Nada,Nicole,3fbnW0daMrecNL6eaq0xnM,1994-01-01,35,288040,0.655,0.105,0.546,0.000325,0.0738,0.637,-8.453,0.0304,82.006,4,4
Los Momentos,Trilogía El Rencuentro,Los Jaivas,6nch9I38qjOWXvE64DkXH9,1997-01-01,35,215600,0.33299999999999996,0.00183,0.45,0.0286,0.0791,0.207,-10.245999999999999,0.0377,101.346,11,4
Freebola,1999,Glup!,7Ez86u36pvHVqPmnLNKxTA,1999-01-01,33,194182,0.542,0.0677,0.996,0.0,0.341,0.687,-3.543,0.191,133.028,4,4
Tu Cariño Se Me Va,La Espada & la Pared,Los Tres,2AqagxuMwVbD11XcC1r735,1995-01-01,33,170026,0.36200000000000004,0.0355,0.687,1.09e-06,0.3720000000000001,0.298,-6.098,0.0408,151.876,0,4
Despiertame,Sueños En Transito,Nicole,1ojsn5WBIELDuAAahv55xR,1997-01-01,33,240813,0.682,0.00297,0.682,0.753,0.299,0.24600000000000002,-8.746,0.0341,112.691,8,4
Te Desheredo,La Espada & la Pared,Los Tres,51EccyQHZ7TlQU8RJTRhgP,1995-01-01,33,288413,0.304,0.0352,0.483,0.0043,0.0709,0.218,-8.547,0.0299,117.78299999999999,2,4
La Vida Que Yo He Pasado - Unplugged Version,Los Tres MTV Unplugged,Los Tres,2jqLB54yRp8SLNzBALhqyp,1996-01-01,33,200906,0.635,0.48200000000000004,0.6729999999999999,0.00427,0.953,0.7909999999999999,-13.353,0.0438,123.595,9,3
Quieto,Toque,Joe Vasconcellos,2cwuaqbiPCrkPdXFMYyz1s,1995-01-01,33,201439,0.563,0.0805,0.835,0.000705,0.0589,0.841,-8.277000000000001,0.0423,101.60700000000001,11,4
Happy Hour,Informe Saiko,Saiko,74c1DTQp4rmWgVnFKJdrVE,1999-01-01,33,281960,0.615,0.0011,0.883,1.32e-05,0.078,0.684,-4.306,0.0365,114.95299999999999,9,4
Deuxième fois,Invisible,La Ley,79b6Kvp7SRHVC5SR61ahEB,1995-07-21,33,241226,0.228,0.326,0.379,3.79e-05,0.10099999999999999,0.28,-12.046,0.036000000000000004,207.977,7,3
Tirate - Unplugged Version,Los Tres MTV Unplugged,Los Tres,0OcGvw6QXnNGaBm5OfOajw,1996-01-01,33,205693,0.6779999999999999,0.312,0.47600000000000003,5.5100000000000004e-05,0.7,0.8190000000000001,-11.264000000000001,0.0417,116.31700000000001,4,4
Pajaros de Fuego - Unplugged Version,Los Tres MTV Unplugged,Los Tres,2HZaZBs2xsrsJRBZrrHMdT,1996-01-01,33,316053,0.5720000000000001,0.252,0.35200000000000004,0.0392,0.9520000000000001,0.415,-16.519000000000002,0.0374,119.12,7,4
Necesito Poder Respirar,Mi Destino (Confesiones de Una Estrella del Rock),Jorge González,102YN2qFIZtYJZvXlMkAsP,1999-11-05,33,272920,0.429,0.509,0.57,0.00125,0.19899999999999998,0.237,-7.084,0.0465,169.549,9,4
Si Te Volvieras Real,Yo Voy Contigo,Pablo Herrera,550BEOoxvnwnI26oop8Xzb,1998-01-01,33,309629,0.56,0.19699999999999998,0.506,0.0,0.10099999999999999,0.295,-8.115,0.0278,175.972,4,4
La Primera Vez - Unplugged Version,Los Tres MTV Unplugged,Los Tres,3Pe89MiOWvjgfZ2t69JCtp,1996-01-01,33,265893,0.503,0.408,0.68,0.0449,0.8490000000000001,0.7140000000000001,-13.232000000000001,0.0822,127.921,1,4
Hormigas Planas,Mama Funk,Los Tetas,0tHwy386foVY1wcXZHJpmh,1995-01-01,33,205239,0.503,0.00317,0.835,0.0896,0.0303,0.742,-8.957,0.053,106.46,11,4
Los Ojos de Rodrigo,Los Ojos Del Mar,Fernando Ubiergo,4WaHuUpYH4kRZKFG307UFp,1999-01-01,33,244533,0.647,0.7509999999999999,0.409,0.000304,0.0987,0.285,-11.842,0.0342,131.291,6,4
Macondo - Duo Con Luisin Landáez,Macondus,Sexual Democracia,5bf77ytze59m8jhYWe8xgy,1999-01-01,33,185400,0.605,0.087,0.922,7.35e-06,0.972,0.835,-7.947,0.209,112.85700000000001,8,4
Vete,Peces,Lucybell,6BhCYG1npuuuXnwCicz1sR,1995-01-01,33,218133,0.501,0.0476,0.507,5.6200000000000004e-05,0.0811,0.679,-11.829,0.028999999999999998,78.02199999999998,0,4
Pudo Ser Un Gran Amor,Que Cante La Vida,Alberto Plaza,64x8mwhQfvBDCjB40ClGpK,1999-01-01,33,231426,0.439,0.0146,0.48200000000000004,0.0,0.10300000000000001,0.585,-11.925,0.0297,138.374,4,4
Los Pitutos,Buscando Chilenos Vol. 1,Sexual Democracia,6ZrkRMZ7g2aMv2MYdy0U9A,1990-02-27,33,332840,0.7120000000000001,0.532,0.446,0.0,0.15,0.701,-12.537,0.0807,116.84,0,4
Sudapara - Unplugged Version,Los Tres MTV Unplugged,Los Tres,5BEVD77sjxFEQVAQCocZSI,1996-01-01,33,197520,0.5589999999999999,0.33,0.652,0.747,0.977,0.54,-14.692,0.0514,107.19,11,4
Somos Tontos No Pesados,Los Tres,Los Tres,2ycLWMwfbUN0nEMylXrxuF,1991-01-01,31,259626,0.674,0.3720000000000001,0.64,0.159,0.0771,0.735,-8.894,0.0554,96.67200000000001,0,4
Lunas,Peces,Lucybell,1ATlBCLlWAKUvfcFWciix0,1995-01-01,31,163133,0.489,0.000454,0.8440000000000001,0.0053,0.0934,0.449,-9.982999999999999,0.0435,94.79799999999999,11,4
No Me Falles,La Sangre en el Cuerpo,Los Tres,5sJdes4YuZRoDn4XTHRh35,1999-01-01,31,218106,0.6,0.522,0.611,0.00255,0.321,0.603,-7.965,0.0264,124.226,0,4
El Cóndor,Fiskales Ad-Hok,Fiskales Ad-Hok,50tSj1rWs58Ea4RgdQawac,1993-01-01,31,202040,0.373,0.000376,0.789,1.59e-05,0.247,0.275,-13.357999999999999,0.0389,100.848,0,4
El Tren a Paysandú,Hijos De la Tierra,Los Jaivas,71qx7hVD89j45F6ecZLhvl,1995-01-01,31,267960,0.617,0.0961,0.823,0.0,0.17800000000000002,0.586,-8.517000000000001,0.0377,102.23299999999999,7,4
Donde Estabas Tú,Palomita Blanca,Los Jaivas,72qZLpgpSwkfUDD2GyGh6Y,1992-01-01,31,164040,0.703,0.628,0.495,0.00013000000000000002,0.195,0.897,-10.067,0.0795,121.946,5,4
Tropezar Al Andar,Viajar,Lucybell,7ItJbElVFtCXR0T9QcavRz,1996-10-07,31,255906,0.271,0.0035600000000000002,0.539,0.00018,0.10099999999999999,0.136,-9.786,0.0467,191.293,9,4
Si No Se Abrir Mis Manos,Viajar,Lucybell,6mMpd5h6rYiiBdxv2HxUtH,1996-10-07,31,240573,0.503,0.000848,0.934,0.000231,0.149,0.397,-8.009,0.0573,110.714,9,4
Aventurera,Cómplices,Alberto Plaza,2iVMAhm46nGDX5SBEfiFlz,1991-02-05,31,294480,0.73,0.701,0.38,1.09e-06,0.0851,0.34299999999999997,-9.828,0.0299,129.722,5,4
Venceremos,"El pueblo unido jamás será vencido (1973-1983) [Collection ""L'art de...""]",Quilapayún,1uJw3GDkiUsRXMk2TiYO32,1990-01-01,31,152266,0.789,0.965,0.451,1.53e-06,0.7,0.8190000000000001,-12.78,0.0316,107.514,4,4
El Tiempo En Las Bastillas,Sus Mejores Canciones,Fernando Ubiergo,3Exu0kd82JKE3O35p6KqzW,1997-03-02,31,187373,0.371,0.804,0.46,0.000177,0.233,0.488,-11.243,0.0321,102.11200000000001,7,4
Quizás,Música Y Versos De Amor,Alberto Plaza,1GnoeOmjSfophF1RYFMMnF,1994-01-28,31,214733,0.48200000000000004,0.727,0.34,0.0,0.09699999999999999,0.195,-8.443,0.026000000000000002,83.01899999999998,6,4
Muñequita,El Rey,Luis Dimas,4usZIj5KgAuAjPYIWkgnqQ,1990-04-01,29,153173,0.762,0.125,0.8640000000000001,0.0,0.0602,0.95,-7.4129999999999985,0.0368,105.73299999999999,9,4
In Loco Parentis,Aerolineas Makiza,Makiza,23u6r7Q3iGs9bmu1Gl9Fnz,1999-01-01,29,272986,0.84,0.0418,0.639,0.0,0.37799999999999995,0.5720000000000001,-6.148,0.264,90.00299999999999,7,4
Placer,Doble Opuesto,La Ley,015scPgAV5TcQF8uIlB7JJ,1991-10-13,29,264653,0.708,0.322,0.389,0.031,0.0643,0.7120000000000001,-16.939,0.0314,130.08,7,4
