name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Yo Vendo Unos Ojos Negros,Sesion Quincheros,Los Huasos Quincheros,3X1q26rHZEbW8qS7YvLYeD,2003-08-20,41,182653,0.711,0.852,0.547,0.0,0.902,0.479,-11.105,0.0635,114.33,2,3
Lejos De La Ciudad,Vuelo,Kudai,5xphO8cbL4bZ5k0zmahKV5,2004-01-01,41,244520,0.425,0.7340000000000001,0.319,0.0,0.35,0.3,-10.597999999999999,0.0302,179.98,6,3
La Primera Vez,Grandes Exitos,Los Tres,1d8m0EueAFRpG5NejH9Zs7,2007-01-01,41,221040,0.485,0.0357,0.9009999999999999,9.65e-06,0.215,0.8420000000000001,-6.984,0.042,114.948,9,4
Las Niñas Quieren...,Pedropiedra (Reedición),Pedropiedra,2x3pqDiODCYvtD3uWe0aTJ,2009-01-01,41,205093,0.7290000000000001,0.6679999999999999,0.691,0.0,0.142,0.752,-3.6430000000000002,0.0337,93.014,5,4
Sol de Invierno,Esquemas Juveniles,Javiera Mena,7F01A0iUZOuMyuGQcmIaYS,2006-10-05,41,264507,0.5379999999999999,0.375,0.644,0.0286,0.111,0.467,-7.652,0.0298,180.05,9,4
Tirate,Grandes Exitos,Los Tres,7ieXr64x0pmC6fli24ZFeu,2007-01-01,41,196813,0.665,0.134,0.605,7.95e-06,0.28300000000000003,0.737,-7.907,0.0271,119.2,4,4
A perderse,Comiendo + Fuego (Special Edition),Lucybell,45qWKSi8IjDLo2wgtmwUW3,2006-01-01,41,200800,0.478,0.00343,0.973,4.81e-06,0.21600000000000005,0.588,-4.195,0.0885,167.963,5,4
La Torre de Babel,Grandes Exitos,Los Tres,6vE0pHbuoMFrOIRPxJDWDR,2007-01-01,41,210933,0.77,0.0929,0.951,0.000813,0.0725,0.6409999999999999,-4.754,0.102,120.079,9,4
Delirando,La Ley MTV Unplugged,La Ley,2oSvdMGzPZCxl2srOqYZVS,2001-08-28,41,232066,0.649,0.0532,0.863,1.17e-05,0.672,0.624,-3.969,0.0502,86.39200000000002,2,4
Sin Gamulan,Grandes Exitos,Nicole,06HOLY6pN6oLcDnjHHogw6,2002-01-01,41,221080,0.642,0.0238,0.602,8.97e-05,0.273,0.615,-9.404,0.0312,157.55100000000004,2,4
Olor a Gas,Grandes Exitos,Los Tres,2vsj9SYwFnhadalbMpZHRy,2007-01-01,41,222440,0.5379999999999999,0.152,0.7070000000000001,0.0016300000000000002,0.392,0.379,-6.789,0.0249,100.84100000000001,4,3
Mr. Right,Manzana,Los Prisioneros,3QG1fdtF5POjj3IWDxUKIA,2004-08-19,41,251873,0.705,0.0896,0.903,0.000813,0.0627,0.5820000000000001,-7.338999999999999,0.0641,114.946,2,4
Yo Te Canto,Soldados del Ghetto,Movimiento Original,4XMXTeSjtWxg7xjx1jrnQH,2008-09-11,41,214280,0.6659999999999999,0.54,0.46,1.22e-06,0.0627,0.431,-8.582,0.0308,91.025,9,4
Te Amaré,Te Amaré,Mario Guerrero,3LUigBpoK0zCE0LuGjCHov,2009-12-09,41,236408,0.47600000000000003,0.659,0.256,0.0,0.0838,0.434,-6.859,0.0278,137.056,7,4
Tendría Que Llorar por Ti,A Morir,Américo,7MAMiH8eLUIVi4sNvPvjua,2008-12-20,41,237714,0.731,0.11,0.657,0.0,0.308,0.746,-9.15,0.0303,95.99799999999999,7,4
El Cielito De Mi Pieza,1971-1982,Congreso,6SCPtQ0YEXKn7yh7OUM7WW,2006-01-01,41,170840,0.586,0.508,0.423,0.0653,0.225,0.934,-15.524000000000001,0.0415,153.908,5,3
Clandestino,Terapia Intensiva,Villa Cariño,46PnVvF3wWiKyAfyMr1gUr,2009-04-01,41,305998,0.594,0.10400000000000001,0.767,8.68e-06,0.0502,0.807,-5.595,0.061,93.523,2,4
No Sabes Que Desperdicio Tengo en el Alma,Grandes Exitos,Los Tres,0fIfA0NWLI9Yj1ZYOxTt8h,2007-01-01,41,272466,0.363,0.0056,0.88,0.00141,0.0949,0.612,-6.646,0.0438,87.587,7,4
Por Qué No Se Van,Coleccion Suprema,Los Prisioneros,2Q81Tu7mnx5g5vfyVPCvCV,2007-01-01,39,182880,0.731,0.0121,0.9359999999999999,0.0027600000000000003,0.105,0.965,-5.0089999999999995,0.0397,151.262,0,4
Ángel del pasado,Desde que te vi,Natalino,6ZreQtae00ry2yD7FPQ4dn,2007-10-17,39,245280,0.762,0.196,0.654,4.33e-05,0.0956,0.536,-7.96,0.027999999999999997,140.024,7,4
Fluye,Crece,Gondwana,2crdEEBy8ja6mBGjPxfpxZ,2004-01-01,39,354000,0.603,0.287,0.813,0.0064,0.128,0.851,-5.885,0.157,173.39,7,4
The Corridor,La Ley MTV Unplugged,La Ley,3SWmR0Pd90fCkVEykdWdNr,2001-08-28,39,317066,0.253,0.9209999999999999,0.147,0.000297,0.708,0.0396,-16.467,0.0427,90.2,7,3
Nada mas de mi,Vida de perros,Los Bunkers,1ebgrA6ZSrXf6uWEccM6Um,2005-01-01,39,193979,0.34,0.00525,0.9309999999999999,1.0800000000000003e-05,0.0733,0.7070000000000001,-3.187,0.063,174.148,4,4
Hospital,Pettinellis,Pettinellis,6VHJ6yz82MKVdsBuSDUicS,2002-01-01,39,268173,0.336,0.0476,0.745,0.0201,0.0757,0.601,-7.376,0.0606,168.60299999999995,10,4
Esquemas Juveniles,Esquemas Juveniles,Javiera Mena,572uC924WbnO4ABB2r1Edc,2006-10-05,39,214253,0.5329999999999999,0.705,0.461,0.7959999999999999,0.0926,0.573,-11.589,0.024,83.573,7,4
